student_id;attendance_pct;absence_hours;homework_pct;study_hours_per_week;midterm_score;informatique;mathematique;svt;physique;sport;education_islamique;francais;arabe;pass
2233;54.6;82;12.6;4;43.4;53.7;37.8;46.4;47.2;49.8;26.6;38.6;47.0;0
2234;77.5;68;81.8;8;85.0;85.5;94.9;86.1;80.0;80.0;90.4;65.2;97.9;1
2235;84.8;25;92.0;11;77.1;90.5;90.5;71.6;84.7;61.2;62.4;70.3;85.6;1
2236;32.3;131;62.7;4;44.3;59.0;30.3;55.6;52.2;16.4;59.7;58.4;22.9;0
2237;73.3;69;100.0;9;83.1;100.0;100.0;78.0;99.1;39.6;62.8;94.1;91.2;1
2238;75.3;53;70.8;8;56.9;49.4;53.9;58.6;58.8;37.3;82.8;68.4;46.1;0
2239;82.1;27;100.0;10;79.6;74.4;88.1;78.8;76.9;77.7;97.9;78.0;65.1;1
2240;78.1;34;88.9;6;80.1;60.7;72.4;79.6;91.8;97.6;72.8;91.9;73.9;1
2241;70.8;70;78.3;6;83.1;76.3;86.1;86.5;92.9;60.1;98.2;67.9;96.7;1
2242;93.6;29;68.6;13;61.8;69.2;57.3;52.7;57.6;42.8;93.0;47.2;74.6;1
2243;77.3;49;100.0;15;79.5;69.4;71.4;82.2;92.1;68.0;99.5;71.0;82.4;1
2244;86.1;30;76.6;6;70.3;70.4;75.7;79.5;69.1;52.0;100.0;53.6;62.3;1
2245;76.4;50;88.5;13;74.4;76.3;84.7;52.5;78.7;79.6;63.9;76.3;83.2;1
2246;89.2;20;100.0;10;76.2;82.9;77.1;77.5;77.5;74.7;64.0;82.8;73.1;1
2247;49.1;101;42.6;2;51.5;66.1;55.0;37.6;54.8;18.4;54.7;79.0;46.3;0
2248;21.9;167;62.0;2;38.9;46.4;46.4;51.1;25.4;12.9;66.9;31.0;31.1;0
2249;30.4;124;35.3;2;31.5;33.3;24.5;23.5;10.5;68.9;50.9;23.7;16.7;0
2250;84.1;25;77.8;6;58.0;41.1;57.9;58.7;48.0;46.0;95.5;66.8;49.9;1
2251;100.0;0;61.2;7;75.0;96.2;79.6;69.6;82.3;81.2;71.6;62.6;56.8;1
2252;60.0;91;22.1;5;32.2;43.1;43.1;46.5;24.0;25.0;16.3;40.9;18.6;0
2253;66.2;50;74.7;6;77.2;78.1;69.2;100.0;72.0;77.9;45.8;74.3;100.0;1
2254;86.7;26;67.9;9;71.0;79.6;69.9;74.6;74.3;65.7;56.0;65.3;82.7;1
2255;50.8;109;25.1;2;33.0;28.8;48.9;35.9;44.1;13.2;33.7;41.5;18.0;0
2256;43.2;141;55.7;2;32.2;24.7;37.5;28.6;28.0;51.2;31.9;41.7;14.2;0
2257;88.5;32;67.9;6;92.3;100.0;100.0;100.0;90.7;94.4;82.9;91.4;79.0;1
2258;75.3;34;90.5;10;71.5;67.5;59.8;73.0;80.1;100.0;47.3;83.3;61.0;1
2259;31.7;128;25.2;3;31.6;32.4;31.7;27.9;15.2;38.6;38.3;26.5;42.2;0
2260;96.6;44;78.3;13;94.7;90.9;92.9;96.3;100.0;100.0;100.0;85.6;92.0;1
2261;42.6;91;20.2;3;29.5;14.8;27.2;28.7;25.2;44.1;43.8;26.9;25.3;0
2262;44.3;116;38.9;1;48.1;32.5;54.6;38.1;43.7;65.1;49.5;62.0;39.3;0
2263;59.9;64;30.1;4;20.9;27.5;21.7;23.7;24.9;13.6;13.6;27.5;14.5;0
2264;96.1;0;75.3;11;80.0;62.4;90.5;71.4;78.5;79.2;81.1;94.7;82.3;1
2265;82.9;17;92.3;11;69.4;78.9;86.8;73.4;87.9;84.5;31.2;68.8;43.8;1
2266;39.6;119;56.0;1;28.4;18.7;21.9;35.3;24.9;11.0;11.0;58.1;46.3;0
2267;38.5;111;42.2;2;43.1;37.5;46.2;59.0;49.6;67.6;36.1;34.9;13.9;0
2268;43.7;131;46.3;2;32.8;38.3;41.1;21.5;25.6;56.0;30.9;24.6;24.5;0
2269;83.9;39;92.0;9;82.6;79.5;81.6;82.8;75.7;77.5;100.0;87.3;76.3;1
2270;100.0;9;65.0;7;86.3;93.8;100.0;97.5;83.5;46.2;81.7;100.0;87.8;1
2271;47.6;110;43.6;1;35.7;27.3;32.6;39.5;35.8;56.1;43.6;22.7;28.0;0
2272;43.2;120;59.7;2;25.1;16.0;14.5;23.7;32.3;12.0;34.4;32.4;35.4;0
2273;50.4;109;40.5;4;47.4;36.1;60.6;33.8;54.6;76.0;48.1;35.6;34.4;1
2274;40.4;124;56.1;1;24.8;24.6;33.2;10.0;18.2;42.6;22.0;16.8;31.2;0
2275;78.6;39;89.9;6;62.3;40.5;66.7;47.1;68.7;69.8;64.6;71.8;69.2;1
2276;40.1;136;63.0;3;45.2;51.3;59.0;46.4;44.5;31.6;38.9;35.1;54.7;0
2277;33.9;119;42.0;3;40.8;40.6;33.8;10.0;25.5;62.4;67.0;41.2;46.1;0
2278;77.0;46;74.4;13;79.8;76.6;86.7;90.8;84.3;79.8;70.6;87.5;62.0;1
2279;34.1;138;20.7;4;33.2;30.8;52.3;36.9;15.3;55.5;23.5;29.4;21.9;0
2280;85.8;29;80.6;8;71.4;53.7;67.1;95.5;80.1;66.6;39.8;76.4;91.9;1
2281;100.0;0;100.0;7;71.5;68.7;75.6;73.0;95.6;50.8;76.1;50.3;82.0;1
2282;29.6;110;56.4;2;27.8;20.6;32.1;35.0;25.9;48.9;12.6;12.6;34.6;0
2283;95.6;19;96.2;6;71.1;64.9;71.9;63.3;61.4;53.3;92.2;71.4;90.3;1
2284;88.7;22;100.0;12;82.8;99.6;83.2;60.7;84.9;62.8;99.6;91.9;79.6;1
2285;76.0;56;80.0;8;83.1;95.4;75.4;75.1;77.1;76.3;95.4;74.9;95.4;1
2286;89.2;22;71.2;8;85.4;83.8;79.5;83.0;78.0;98.3;98.3;81.4;80.9;1
2287;84.8;19;77.9;7;58.9;54.7;50.8;65.0;53.9;93.5;43.7;57.8;51.7;1
2288;88.0;31;92.9;11;58.0;44.2;52.1;61.9;44.2;77.4;46.5;82.5;55.3;1
2289;72.0;57;68.4;5;41.1;38.7;55.6;41.8;41.8;16.6;53.8;29.3;51.2;1
2290;89.2;0;67.5;12;73.5;83.1;61.1;73.2;71.4;75.4;75.8;55.0;93.0;1
2291;92.6;24;84.7;6;67.2;52.6;75.0;58.0;64.8;44.4;78.0;87.1;77.8;1
2292;88.1;0;80.4;11;80.2;89.0;85.6;76.0;62.2;84.8;87.1;74.2;82.7;1
2293;53.7;81;63.0;3;42.0;33.8;38.2;52.1;46.5;77.7;10.0;21.9;55.7;0
2294;97.0;11;78.5;6;69.3;54.6;64.9;84.5;76.4;79.8;62.2;57.2;75.0;1
2295;43.3;124;41.8;1;33.3;23.0;35.8;38.5;38.2;45.2;47.8;25.9;12.0;0
2296;34.3;116;51.2;1;30.7;20.7;31.2;50.2;32.7;18.5;27.9;45.8;18.5;0
2297;52.5;87;20.8;2;35.7;34.5;40.6;34.7;29.7;44.3;39.7;26.4;35.8;0
2298;77.2;57;65.9;12;80.0;82.2;69.6;86.8;73.1;94.4;73.1;79.9;81.0;1
2299;51.1;103;18.1;1;44.4;31.6;41.9;23.9;68.7;65.6;53.1;40.3;30.1;0
2300;72.2;35;76.4;7;68.8;66.6;61.5;70.0;68.2;68.7;95.3;74.8;45.2;1
2301;61.1;84;53.4;3;40.7;37.3;23.0;41.0;32.9;54.2;54.3;28.2;54.8;1
2302;31.8;128;63.0;1;38.6;30.8;55.1;29.5;42.3;29.9;55.2;27.5;38.5;0
2303;89.7;18;67.9;16;82.1;74.4;82.0;68.0;97.4;90.0;79.4;95.0;70.6;1
2304;73.6;31;76.2;10;80.2;82.2;64.5;73.1;92.5;100.0;61.0;81.9;86.5;1
2305;93.7;0;99.4;10;73.7;72.3;85.7;85.4;72.8;77.3;56.1;66.6;73.4;1
2306;44.5;97;55.2;4;43.2;33.2;36.6;45.4;24.6;42.7;73.8;51.5;37.6;0
2307;77.7;37;89.3;10;73.8;76.5;73.7;84.4;87.0;48.4;48.8;93.3;78.3;1
2308;73.8;49;91.8;10;95.2;100.0;86.7;100.0;100.0;100.0;100.0;95.5;79.2;1
2309;78.6;43;53.3;7;79.4;81.3;77.6;63.6;84.8;90.7;61.3;76.2;100.0;1
2310;54.6;88;20.2;2;50.6;41.4;51.7;54.9;52.5;38.8;58.7;63.5;43.3;0
2311;39.0;117;58.2;6;52.0;53.7;49.2;57.7;46.8;45.9;71.9;61.5;29.3;0
2312;58.7;74;25.8;1;29.4;17.3;20.5;10.0;27.8;31.3;76.0;32.9;19.2;0
2313;31.0;138;39.7;3;35.0;57.1;35.4;17.3;46.0;44.4;13.1;43.7;23.1;0
2314;88.0;6;100.0;9;85.7;66.6;95.9;85.1;87.5;96.1;70.1;92.5;91.9;1
2315;72.3;58;99.2;13;64.4;55.5;67.8;42.3;90.3;54.4;74.1;75.9;54.9;1
2316;41.9;114;34.0;1;41.2;37.0;38.9;48.4;34.9;37.1;61.8;45.3;26.3;0
2317;83.8;24;84.1;12;69.2;61.1;63.5;72.5;73.4;89.1;66.1;49.8;78.1;1
2318;85.4;12;78.8;6;74.2;80.6;72.8;70.1;62.0;96.3;70.1;76.9;64.8;1
2319;69.1;57;70.6;9;78.6;70.9;67.6;78.6;70.9;99.5;81.4;85.4;74.4;1
2320;85.8;36;65.5;7;76.1;54.1;70.1;93.8;77.9;97.5;59.6;67.6;88.1;1
2321;89.6;58;76.7;6;86.0;78.6;100.0;88.7;90.9;99.3;67.4;93.4;69.7;1
2322;47.8;103;63.0;2;37.7;48.9;41.8;49.1;34.4;47.7;11.3;47.7;20.7;0
2323;81.1;37;88.4;6;84.9;100.0;82.7;69.0;88.7;100.0;100.0;74.2;64.6;1
2324;81.2;33;85.2;11;90.1;68.6;95.5;89.2;89.6;97.0;97.0;86.8;97.0;1
2325;89.0;12;68.8;9;81.6;86.4;78.6;81.7;90.5;84.6;79.1;76.4;75.5;1
2326;46.1;127;60.1;2;33.5;30.4;37.6;29.5;20.9;40.0;60.6;35.2;13.8;0
2327;85.0;37;67.4;6;75.3;80.9;81.4;76.3;77.5;43.4;93.8;85.6;63.6;1
2328;49.8;89;49.1;5;37.8;38.2;49.3;21.9;16.1;61.0;49.1;43.3;23.5;0
2329;25.9;161;32.1;3;34.3;29.1;35.0;46.4;35.3;32.1;24.5;27.9;44.0;0
2330;88.4;46;81.2;8;74.2;58.0;85.4;73.3;70.6;91.3;26.7;90.2;98.0;1
2331;66.8;89;30.0;7;49.9;34.1;55.3;67.9;48.4;19.1;66.4;61.9;46.1;1
2332;65.5;92;82.8;6;58.0;49.3;72.2;63.6;64.2;76.1;48.9;50.6;39.1;0
2333;55.3;72;35.8;3;35.1;36.5;32.2;27.3;32.7;10.7;53.3;46.7;41.3;0
2334;39.3;150;41.8;5;49.2;42.0;43.7;51.3;53.5;47.0;41.3;66.3;48.5;0
2335;73.1;40;62.6;10;97.7;100.0;100.0;99.8;100.0;100.0;84.2;100.0;97.8;1
2336;70.3;53;100.0;8;68.1;73.3;64.8;55.3;67.7;80.2;63.5;60.9;79.2;1
2337;82.4;22;100.0;8;69.0;71.0;73.4;58.8;74.3;84.7;41.2;66.6;81.9;1
2338;74.2;58;73.6;12;91.1;94.9;91.9;100.0;100.0;72.3;100.0;87.5;82.5;1
2339;73.8;57;82.9;8;57.4;54.9;49.5;57.2;44.3;63.3;69.1;59.3;61.5;0
2340;88.2;53;94.4;6;83.7;79.0;80.1;99.4;76.9;71.9;89.0;74.9;98.4;1
2341;35.1;147;46.0;3;52.0;51.9;48.4;66.4;51.3;50.5;33.9;66.0;47.5;0
2342;42.6;112;40.7;3;44.3;37.6;32.0;46.1;43.6;30.8;46.4;56.1;61.7;0
2343;27.6;133;35.9;4;51.8;61.9;38.7;60.8;45.6;79.4;37.9;44.1;46.1;0
2344;62.7;84;52.0;9;60.9;44.5;60.4;46.1;60.7;79.6;65.1;76.1;54.8;0
2345;82.1;32;78.9;6;72.3;75.5;80.1;61.9;67.9;100.0;34.1;86.2;72.6;1
2346;85.4;29;99.8;9;81.6;86.4;85.9;95.2;80.9;64.9;89.2;90.0;60.2;1
2347;83.9;60;60.8;11;59.8;60.5;57.8;60.8;68.9;81.7;57.8;45.2;45.7;1
2348;86.6;41;91.8;12;77.5;85.7;74.9;76.8;59.4;85.9;76.8;75.1;85.5;1
2349;87.2;29;76.6;7;73.3;71.7;70.7;79.5;76.8;67.7;50.3;74.0;95.7;1
2350;86.9;34;73.9;11;81.4;83.4;72.3;84.2;71.7;88.2;88.2;81.6;81.5;1
2351;60.0;77;56.1;1;41.0;60.3;48.5;62.1;32.9;61.7;10.0;19.0;33.8;0
2352;97.6;17;64.1;9;85.3;100.0;92.1;87.2;82.2;84.7;67.8;68.7;100.0;1
2353;84.4;20;100.0;7;72.1;60.2;72.7;72.8;74.5;93.4;91.0;53.5;58.7;1
2354;44.2;122;63.0;4;39.9;38.3;46.2;54.8;44.1;29.2;42.6;40.2;24.0;0
2355;78.9;56;58.5;6;65.7;77.7;52.1;80.2;52.7;77.8;68.5;71.1;45.4;1
2356;67.7;50;66.8;11;93.2;94.8;90.1;95.2;78.0;100.0;95.9;100.0;91.9;1
2357;44.9;99;56.8;3;40.3;35.0;33.2;32.2;51.6;76.5;12.9;45.5;35.6;0
2358;57.0;64;42.9;2;33.0;38.3;33.2;34.8;25.3;27.8;48.1;43.5;13.0;0
2359;36.7;123;21.5;3;46.1;35.1;39.4;67.1;52.5;56.3;48.8;41.6;28.1;0
2360;74.4;50;70.0;7;70.5;71.7;67.7;77.4;70.3;76.3;55.6;81.0;64.0;1
2361;59.1;94;37.9;2;43.7;51.2;54.5;49.3;41.4;31.5;39.1;61.3;21.2;0
2362;76.6;74;74.9;7;72.3;67.3;73.1;52.0;60.3;88.9;98.0;73.1;65.7;1
2363;88.5;34;48.0;10;66.6;49.1;66.6;70.6;64.2;63.5;90.9;70.7;57.1;1
2364;52.4;57;44.5;3;31.9;20.6;22.6;22.9;22.1;31.9;49.1;43.7;42.2;0
2365;34.0;152;41.8;5;26.6;12.8;25.2;27.7;24.8;67.7;16.5;10.0;28.5;0
2366;82.5;41;85.8;12;75.7;76.7;87.8;71.2;69.1;92.9;54.8;80.4;72.7;1
2367;83.1;41;100.0;13;85.2;79.3;88.0;92.6;88.0;88.1;77.5;89.8;78.3;1
2368;80.6;23;52.0;10;49.4;41.8;41.4;60.5;40.3;36.9;41.9;58.3;74.0;0
2369;41.2;146;48.6;2;38.2;27.0;19.9;39.7;47.1;40.6;47.3;46.0;37.9;0
2370;89.0;0;85.6;6;77.0;76.0;72.9;87.8;78.6;85.9;72.2;90.1;52.5;1
2371;34.0;153;59.0;2;21.8;19.8;14.0;10.1;24.0;34.2;43.1;18.1;10.9;0
2372;80.4;34;60.2;11;81.3;90.9;82.4;94.3;76.8;63.6;79.5;95.5;67.4;1
2373;93.4;0;55.0;9;63.3;70.1;65.2;51.1;61.8;75.3;58.4;63.9;60.5;1
2374;78.8;27;69.7;8;69.2;65.2;64.5;57.2;75.8;93.6;69.0;69.8;58.6;1
2375;66.6;72;72.0;5;43.4;42.3;37.5;46.2;49.5;25.3;97.0;21.1;28.3;1
2376;59.1;90;72.0;5;42.4;32.8;40.6;35.2;28.3;83.0;10.0;59.6;50.0;1
2377;77.3;14;100.0;6;85.0;84.1;87.3;87.1;95.5;78.9;50.6;100.0;96.1;1
2378;87.7;40;80.4;12;75.3;65.8;68.5;88.7;85.8;85.1;54.0;61.0;93.5;1
2379;95.5;0;77.1;15;80.1;82.2;85.0;85.9;96.2;65.8;55.6;92.8;77.3;1
2380;90.0;30;82.3;6;62.1;76.5;69.3;74.8;51.2;96.5;18.0;64.4;46.2;0
2381;71.0;61;70.1;5;46.0;70.9;47.6;60.6;63.6;14.0;40.0;33.4;37.9;0
2382;60.0;62;44.1;4;38.7;40.5;42.6;37.4;38.3;10.0;49.4;51.4;39.9;0
2383;25.0;164;63.0;1;42.1;44.7;21.3;35.2;34.3;62.7;44.0;52.7;42.0;0
2384;42.3;128;43.7;5;28.6;25.3;25.6;42.8;23.6;39.1;20.8;12.9;38.7;0
2385;85.1;40;51.3;8;59.7;66.9;59.0;63.9;48.3;63.9;52.8;55.4;67.4;1
2386;94.6;8;72.5;6;74.0;80.3;82.9;56.0;71.1;57.8;100.0;74.4;69.4;1
2387;88.8;48;69.7;9;91.4;93.2;95.0;89.5;79.0;100.0;100.0;90.5;84.1;1
2388;40.3;134;42.2;1;35.3;41.0;48.6;43.7;29.9;28.2;45.1;25.1;20.9;0
2389;31.1;125;48.2;2;48.5;32.3;55.9;75.0;57.2;29.4;21.1;72.4;44.7;0
2390;97.9;0;87.2;8;85.0;84.6;91.3;100.0;100.0;89.5;56.3;77.2;81.4;1
2391;45.4;93;57.2;8;47.4;33.6;37.1;44.9;54.7;31.2;74.4;67.9;35.3;1
2392;80.6;52;73.0;10;72.1;64.5;75.5;82.8;87.1;100.0;50.9;70.7;45.2;1
2393;74.0;59;53.2;8;73.9;68.6;74.8;72.8;62.2;37.8;84.4;92.9;97.6;1
2394;52.4;96;61.4;3;41.4;44.0;49.3;39.3;43.7;21.5;55.5;32.5;45.5;0
2395;48.0;111;49.2;4;37.3;34.0;25.1;44.7;41.6;59.1;38.3;18.0;37.5;0
2396;51.9;81;47.7;2;25.9;24.9;10.0;16.8;20.6;43.3;33.8;32.8;24.8;0
2397;76.4;37;69.4;7;81.3;72.9;77.0;94.9;82.7;61.3;80.1;95.5;86.0;1
2398;69.6;79;65.2;7;88.4;88.7;89.8;94.8;95.0;75.0;88.8;75.4;100.0;1
2399;25.4;142;16.2;3;29.1;19.6;23.7;16.6;35.0;19.0;45.2;22.6;51.0;0
2400;93.5;9;78.6;11;73.7;62.8;70.2;98.5;65.0;62.7;73.8;75.0;81.6;1
2401;79.8;36;84.2;12;87.2;100.0;87.6;87.7;85.1;94.7;76.7;75.9;89.8;1
2402;25.7;142;59.6;2;46.9;32.0;52.2;45.0;61.0;34.6;34.2;57.0;59.2;0
2403;85.4;14;100.0;9;64.6;54.0;67.3;54.7;70.8;65.4;80.5;61.7;62.4;1
2404;50.5;128;33.1;2;41.8;35.5;36.7;48.0;60.2;51.9;25.2;51.9;24.9;0
2405;49.3;104;36.7;2;42.4;42.3;54.9;56.4;31.7;43.1;23.9;31.2;55.7;0
2406;80.2;50;76.0;8;78.8;100.0;82.0;67.3;78.7;100.0;66.3;64.0;72.0;1
2407;79.2;53;62.8;10;75.0;75.9;83.9;74.5;69.8;69.1;44.3;100.0;82.1;1
2408;35.0;150;35.7;1;50.5;57.9;59.1;42.9;46.1;22.9;53.3;70.6;51.1;0
2409;87.1;43;91.7;6;92.6;93.7;95.0;95.9;91.2;95.9;78.6;94.5;95.9;1
2410;16.1;172;47.1;4;25.3;14.7;25.4;21.6;14.1;44.8;13.4;26.1;42.3;0
2411;33.8;164;41.1;2;37.4;34.7;33.1;36.7;34.8;10.0;81.4;11.9;56.9;0
2412;49.2;111;43.5;2;52.0;53.1;49.2;45.7;53.4;34.3;67.9;44.5;68.0;0
2413;82.9;13;70.3;9;59.2;79.3;60.2;69.6;68.5;12.8;47.5;72.9;62.9;0
2414;90.2;41;79.3;13;77.0;72.3;81.2;75.5;85.6;76.5;77.0;72.9;75.1;1
2415;83.9;0;49.7;6;76.5;72.9;72.2;80.8;68.8;98.3;93.5;55.1;70.5;1
2416;97.7;0;68.2;9;87.4;100.0;85.4;60.0;100.0;100.0;100.0;77.6;76.6;1
2417;94.4;33;81.4;9;78.0;87.8;77.2;65.1;85.9;62.1;54.6;97.7;93.7;1
2418;87.5;21;60.7;14;84.8;83.3;88.4;82.6;100.0;80.1;64.3;100.0;79.3;1
2419;91.1;18;87.5;9;67.2;57.7;69.3;77.9;84.9;47.7;63.9;62.6;73.5;1
2420;43.3;104;42.9;3;40.7;53.1;38.8;37.1;48.5;44.1;46.9;30.2;26.8;1
2421;72.2;56;69.6;9;79.1;79.1;76.4;87.2;78.3;89.9;40.7;87.2;94.0;1
2422;89.6;20;75.2;12;64.0;68.8;77.4;47.9;60.6;100.0;16.6;80.7;59.6;1
2423;86.3;20;97.8;10;88.9;85.5;94.5;84.2;94.4;100.0;100.0;68.5;83.9;1
2424;86.5;20;74.6;10;78.4;79.8;73.1;76.2;67.7;83.7;77.2;69.5;100.0;1
2425;81.8;40;82.0;8;72.3;72.3;75.7;84.5;71.0;49.0;42.1;94.3;89.6;1
2426;89.9;19;71.9;6;73.5;68.2;69.3;60.5;85.5;55.4;86.4;74.4;88.4;1
2427;87.0;17;74.8;10;75.0;89.0;76.2;78.2;66.5;84.7;65.8;73.0;66.6;1
2428;82.9;27;49.9;11;75.7;54.7;73.2;63.2;81.9;79.9;94.5;71.9;86.3;1
2429;47.6;136;34.7;3;32.3;33.9;35.1;39.2;25.1;61.3;12.6;18.7;32.4;0
2430;30.2;142;62.9;2;15.0;22.5;14.1;12.0;16.1;12.0;12.0;12.0;19.3;0
2431;52.0;107;47.5;1;43.9;57.8;37.2;43.2;49.0;33.3;56.0;43.5;31.2;0
2432;77.1;51;95.5;7;65.2;67.7;58.6;62.0;60.4;54.9;100.0;63.8;54.5;1
2433;60.0;97;53.4;4;32.3;37.8;30.7;10.8;29.5;64.2;34.5;24.7;26.2;0
2434;41.4;136;29.8;2;50.5;41.6;58.1;57.5;54.8;57.8;28.7;43.9;61.6;0
2435;73.1;66;63.4;10;68.9;66.5;75.7;77.6;69.7;69.2;59.1;73.8;59.6;1
2436;40.8;125;51.5;1;35.1;18.7;52.4;50.9;25.6;14.3;40.1;24.9;53.9;0
2437;87.5;36;79.7;8;90.1;98.7;100.0;81.1;100.0;87.0;99.7;90.3;64.1;1
2438;52.6;66;15.5;1;35.4;32.1;44.8;39.3;40.7;24.8;44.1;38.9;18.5;0
2439;73.4;90;56.1;9;54.0;65.2;54.6;61.9;36.7;74.8;37.5;56.7;44.6;0
2440;78.4;43;75.5;10;75.8;61.2;93.8;80.0;81.4;70.6;58.2;79.4;81.8;1
2441;56.0;82;63.0;5;24.9;33.4;27.3;29.6;15.2;48.3;15.2;15.2;15.2;0
2442;42.0;115;18.3;1;48.2;57.7;44.7;52.8;52.1;37.4;52.2;28.7;59.9;0
2443;71.8;52;67.9;9;58.2;51.8;72.3;48.2;68.6;31.0;83.2;76.1;34.3;0
2444;88.0;10;83.1;11;78.8;82.5;95.7;71.9;87.0;100.0;62.3;65.7;65.1;1
2445;46.9;106;23.2;2;50.0;33.4;42.0;40.4;45.2;73.5;49.9;67.6;48.0;0
2446;77.1;80;100.0;9;66.5;65.6;67.5;66.9;74.4;91.6;16.4;85.0;64.6;1
2447;80.3;39;100.0;10;80.0;86.8;90.5;52.0;89.0;99.2;90.2;70.4;61.9;1
2448;100.0;30;65.3;13;79.5;72.8;64.7;76.0;62.6;96.5;89.8;86.1;87.6;1
2449;69.5;44;69.4;8;65.0;71.5;76.3;71.4;65.7;24.7;38.6;93.1;78.7;0
2450;51.4;120;32.8;2;51.9;61.0;53.0;57.2;54.9;48.2;42.7;66.1;32.1;0
2451;57.9;71;37.1;1;34.6;29.1;30.7;27.9;32.1;33.6;51.7;31.7;39.8;0
2452;57.1;73;60.5;6;43.1;50.9;57.7;46.3;42.5;43.7;36.5;40.1;27.1;1
2453;81.8;22;81.3;7;68.1;61.7;68.8;73.4;63.5;72.8;60.1;63.5;81.2;1
2454;78.2;67;71.4;13;67.7;58.5;54.1;55.9;62.6;87.1;79.6;62.8;80.9;1
2455;67.1;42;81.5;10;78.9;67.8;76.8;90.2;95.2;64.6;49.1;88.5;99.0;1
2456;94.0;1;67.5;17;82.2;96.4;72.5;71.7;85.1;78.1;79.4;79.1;95.3;1
2457;65.0;59;82.0;9;69.2;44.7;65.5;85.2;78.5;67.2;40.0;81.7;90.7;1
2458;93.3;0;64.4;7;90.6;99.3;81.6;90.8;99.3;93.5;100.0;78.1;81.8;1
2459;88.3;0;87.8;10;84.5;76.9;94.4;95.7;87.3;78.5;97.1;87.2;58.8;1
2460;93.0;37;65.9;11;61.5;61.7;56.7;56.9;61.5;64.4;93.5;65.4;31.9;1
2461;72.9;50;100.0;10;84.4;76.8;83.2;88.0;82.4;100.0;73.0;72.9;98.7;1
2462;92.4;33;78.4;8;58.9;68.2;56.4;60.2;57.5;92.1;36.7;51.4;48.8;1
2463;77.5;67;71.7;8;51.6;40.0;52.8;79.1;36.7;51.4;41.6;70.9;40.3;0
2464;45.5;110;44.2;2;45.0;41.7;38.4;30.3;34.5;48.0;49.1;53.1;64.8;0
2465;70.8;66;72.6;7;50.5;64.7;49.4;52.8;52.7;26.8;56.1;42.1;59.3;0
2466;86.4;15;83.5;11;89.8;81.9;94.1;88.0;99.6;99.7;99.7;88.3;67.2;1
2467;87.1;18;77.0;11;81.3;79.3;87.5;62.4;89.3;80.4;100.0;62.7;88.7;1
2468;58.8;58;50.5;4;41.7;47.4;48.6;33.9;44.6;14.0;38.4;40.0;66.8;0
2469;78.6;53;74.3;9;70.7;63.9;91.8;83.7;95.6;28.9;30.2;80.0;91.4;1
2470;79.0;43;86.2;12;82.0;87.3;82.0;85.7;77.1;70.6;97.6;80.3;75.3;1
2471;88.0;30;83.3;9;74.7;86.9;78.6;64.1;75.2;69.1;54.1;83.7;85.9;1
2472;90.5;23;64.1;10;75.9;78.4;77.0;75.6;87.0;59.8;73.3;91.1;64.9;1
2473;77.2;39;88.3;6;81.9;85.6;72.9;94.5;70.5;96.0;55.6;99.6;80.4;1
2474;100.0;0;66.5;8;86.3;86.4;96.2;81.5;97.4;96.1;59.4;100.0;73.7;1
2475;50.7;103;42.8;2;30.2;19.5;36.7;42.0;43.0;33.9;19.4;24.4;22.7;0
2476;86.2;7;84.1;13;76.2;72.4;87.4;59.4;83.1;68.7;57.1;81.6;99.9;1
2477;87.1;7;74.3;6;75.1;74.4;77.1;51.5;90.0;52.7;73.4;84.5;97.1;1
2478;35.1;135;12.0;4;29.0;42.5;19.3;20.5;34.2;19.3;19.3;39.9;37.0;0
2479;86.7;38;84.3;6;64.4;74.7;52.7;62.3;66.7;64.2;54.0;51.2;89.3;1
2480;84.9;30;83.4;10;68.7;69.9;70.8;76.6;64.9;49.0;84.2;66.2;68.0;1
2481;23.7;158;54.5;3;44.7;23.8;40.5;32.2;30.2;48.9;75.4;58.3;48.2;0
2482;83.7;46;75.0;7;73.6;83.5;59.6;43.3;60.5;83.4;91.7;82.3;84.6;1
2483;76.4;60;66.5;6;70.0;85.8;72.0;66.8;60.0;67.3;74.1;50.6;83.4;1
2484;80.2;30;90.1;9;78.7;70.8;78.8;72.8;64.3;76.5;82.7;92.1;91.5;1
2485;83.4;40;70.3;9;71.3;88.9;87.1;73.9;73.8;70.0;35.9;62.8;77.9;1
2486;87.4;21;84.9;8;71.6;81.1;89.8;70.6;74.6;79.0;54.9;60.3;62.6;1
2487;40.6;120;49.8;3;51.7;51.4;47.3;46.8;67.8;54.3;56.7;34.2;55.2;0
2488;89.9;18;93.5;11;74.9;71.4;72.9;86.0;81.8;87.2;97.2;37.6;65.2;1
2489;83.9;28;68.6;7;60.5;68.9;65.4;51.7;62.0;87.2;26.6;57.9;64.3;1
2490;84.1;42;89.9;6;66.9;52.3;75.0;74.3;76.0;59.9;80.5;54.1;63.1;1
2491;84.3;35;65.4;10;65.7;83.4;57.1;65.7;51.4;49.3;81.4;60.3;77.1;1
2492;46.6;111;40.1;1;44.5;39.7;48.3;24.6;42.7;48.8;31.8;44.2;75.9;0
2493;93.3;22;68.3;11;86.9;90.4;95.0;95.8;76.4;83.5;75.2;100.0;78.6;1
2494;77.2;34;92.4;10;92.6;99.0;100.0;87.4;100.0;77.3;100.0;77.5;100.0;1
